Name,Location,URL,datetime,lon,lat,genre,pay,about
WINTER WORK,charlottesville,http://charlottesville.craigslist.org/lbg/5849961359.html,2016-10-28T05:40:35-0400,38.093600,-78.561100,labor,Based on Experience,Sub-contractors to perform the following work. Please be prepared to start right away. GL INSURANCE REQUIRED-BACKGROUND CHECK REQUIRED      *Please reply to this post if you can complete ANY of the following:      -Recurring Lawn Maintenance   -Grass Cuts   -SNOW REMOVAL   -Trash Out's   -Tree Removal   -Inspection's   -Winterization   -Lock Changes   -Board Up's   -Roofing   -Siding   -Demolition   -Debris Removal   -General Repairs   -Cleaning Services   
START TODAY!!,charlottesville,http://charlottesville.craigslist.org/lbg/5849953558.html,2016-10-28T05:11:39-0400,38.026600,-78.480500,labor,Based on Experience,Sub-contractors to perform the following work. Please be prepared to start right away.       *Please reply to this post if you can complete ANY of the following:      -Recurring Lawn Maintenance   -Grass Cuts   -Trash Out's   -Tree Removal   -Inspection's   -Winterization   -Lock Changes   -Board Up's   -Roofing   -Siding   -Demolition   -Debris Removal   -General Repairs   -Cleaning Services    
traditional country band members wanted,charlottesville,http://charlottesville.craigslist.org/tlg/5849827593.html,2016-10-27T23:49:13-0400,38.497200,-78.322900,talent,COMPENSATION WHEN PLAYING OUT,AND GIGS AND VENUES,FEMALE RECORDING ARTISTWITH MAJOR MANAGEMENT COMPANYLOOKING TO FORM A BANDYOU MUST BE SERIOUSAND WANT TO GO ALL THE WAY TO THE TOP FOR SUCCESS.MANAGEMENT HAS PREVIOUSLY SANG WITH  LORETTA LYNNJERRY LEE LEWISAND BARBARA MANDRELLHAS ALSO MANAGED 2 ROCK AND ROLL HALL OF FAMERSAND HAD SONGS RECORDED BY 17 ARTIST INCLUDING LITTLE JIMMY DICKENS.GET ON BOARD NOW FOR THIS LIFETIME OPPORTUNITY   
30-Something Distinguished Couple,charlottesville,http://charlottesville.craigslist.org/tlg/5849459020.html,2016-10-27T18:02:36-0400,38.026600,-78.480500,talent,Unknown,SEEKING - Distinguished 30-SOMETHING or 40-SOMETHING COUPLE for a 30 minute shoot (no audio) this weekend (Oct 28 29 or 30).  For a restaurant promo shoot.  No budget - will give best clips for you reel.    
College Basketball Writer,charlottesville,http://charlottesville.craigslist.org/wrg/5849199131.html,2016-10-27T15:25:02-0400,37.524200,-77.493200,writing,$25 per game.,Do you go to every Virginia home game?  Are you an avid Cavaliers fan?  Do you have a passion for writing and want to be a reporter?  We are looking for writers for a growing college basketball website.  We want people who can write eyewitness reports after important games.  Writers will be compensated (via PayPal) for as many as 8 home games for the 2016-17 season.  Articles should be between 150-250 words in length and include at least 4 personal observations about the game's play.  Human interest stories such as who sang the national anthem or who performed at halftime do not count as observations.  You will be credited with a byline in every article you write.  You will represent the East region in the layout of our website.  Please e-mail us with a photo that proves you are a fan that goes to the games.  Please do not send photos that show the barcodes of your game tickets; we cannot be held liable for theft.  However feel free to send us photos of last year's game tickets or you in attendance of a team rally preseason game or other past game that proves you are a fan.    
Attractive And In-shape New Females,charlottesville,http://charlottesville.craigslist.org/tlg/5849152750.html,2016-10-27T14:59:32-0400,38.040100,-78.485100,talent,$1,000,Attractive and in-shape females are wanted for solo shoots      Work for the producers directly no agency involvement.   Only one shoot pays $1000      Must be 18-24 years old with 2 or fewer tattoos.   We are the most selective production company in the country we pay    far above average because we hire far above average.      Please provide recent photos and age if interested.    
cake artist needed,charlottesville,http://charlottesville.craigslist.org/crg/5844316868.html,2016-10-24T15:31:56-0400,38.439121,-77.997590,creative,50,Looking for.someone who can make a cake look exactly like the.picture they are working from. I have pic on my phone but CL will not let me upload it. I can text or email it to you or you can google "Daria" and one of the google images is her circular icon perfect for a cake. Girls name.will be different but that is the design I want    . Can you do that? Birthday is 28 October so you could do it early that day or even the day before if you think it will be just as good. So that's this Thursday.or Friday. You can use.my kitchen or I can come to you. thank you!    
LOOKING TO HIRE THE RIGHT PEOPLE RIGHT AWAY,charlottesville,http://charlottesville.craigslist.org/lbg/5845245204.html,2016-10-25T08:39:34-0400,38.093600,-78.561100,labor,$15-20 per pick up, depending up distance,I need some highly motivated and dedicated Couriers in the Charlottesville area.      Must have reliable transportation.      The job consists of placing signs and handling courier pickups.      Job Requirements:   ✓ Smartphone w/GPS capability   ✓ Valid Driver's License and insurance and clean driving record   ✓ Paypal Account and Paypal Debit Mastercard   ✓ Reliable Transportation to commute daily      I will pay per sign placed for sign placement and $15-$20 per pick up for courier services depending on distance.    
Band Available for Booking-Weddings, Parties, Concerts, Special Events,charlottesville,http://charlottesville.craigslist.org/crg/5848926264.html,2016-10-27T13:00:39-0400,38.006828,-78.599994,creative,negotiable,We play a variety of music. Demos can be heard here:      https://soundcloud.com/tequila-mockingbird-493627693      Give us a shout pricing fair and negotiable    
Band Available for Booking-Weddings, Parties, Concerts, Special Event,charlottesville,http://charlottesville.craigslist.org/tlg/5848927462.html,2016-10-27T13:01:17-0400,38.006828,-78.599994,talent,negotiable,We play a variety of music. Demos can be heard here:      https://soundcloud.com/tequila-mockingbird-493627693      Give us a shout pricing fair and negotiable    
Band Available for Booking-Weddings, Parties, Concerts, Special Events,charlottesville,http://charlottesville.craigslist.org/evg/5848918391.html,2016-10-27T12:56:36-0400,38.006828,-78.599994,event,negotiable,We play a variety of music. Demos can be heard here:      https://soundcloud.com/tequila-mockingbird-493627693      Give us a shout pricing fair and negotiable    
Property Preservation- Grass/Debris/Initial Secures,charlottesville,http://charlottesville.craigslist.org/lbg/5801509882.html,2016-09-27T11:38:32-0400,38.027405,-78.477230,labor,price matrix supplied,We are looking for preservation crew lawn maintenance crews and inspectors/QC       Looking for vendors who have knowledge of lock changes window board ups to HUD specs debris removals roof tarps winterizations sales cleans pool covering etc. Lawn Maintenance work is also required on many of our properties including trimming shrubbery trees and removing vines.      We have steady work for the right vendor who can complete these tasks properly within deadlines.      All work is to be photo documented through our uploading software to include before during and after photos.      Please reply to the respective email attached to this posting with experience telephone number and relevant information for more detail    
Review an in-home estimate for $50,charlottesville,http://charlottesville.craigslist.org/evg/5848216259.html,2016-10-26T22:54:08-0400,38.026600,-78.480500,event,pay is 50 dollars for a complete report,Make $50 for reviewing an in-home estimate!        To be eligible you must live in one of the following zip codes:   22433 22508 22534 22542 22551 22553 22567 22701 22709 22712 22714 22715 22718 22720 22722 22725 22726 22727 22728 22729 22730 22731 22732 22733 22734 22735 22736 22738 22741 22742 22901 22903 22904 22905 22906  22923 22931 22936 22940 22942 22948  22960 22968 22972 22974 23093 22902 22932 22947 22959 22963      I need someone to write an objective review of a painting contractor in your area.  The client wants to make sure that their toll free appointment schedulers and professional painters are following all company guidelines for estimates and customer service.  Since they are focused on customer service excellence they need mystery shoppers to help them make sure that their providers are outstanding and that they are following all company procedures.      This shop requires a pre-visit call to set your estimate visit several photos objective writing skills and attention to detail. In exchange for your evaluation we will pay $50.  No purchase is required.         Signing up is pretty quick. There is a 10 question general knowledge quiz and a writing sample from a recent restaurant visit. For the writing sample we ask that you include as many objective details as you can. Please spell check your sample and watch the grammar.          You will find the application on our website http://www.a-closer-look.com/ under 'Become a Shopper.'          Please let me know when you submit your application. Add "Charmaine" as your referral and I can expedite your application.         Please find our company A Closer Look on the Better Business Bureau site and on the MSPA website. We have been in business for almost 20 years.       I look forward to working with you!   
Blocklayer / foundation expert,charlottesville,http://charlottesville.craigslist.org/lbg/5848178620.html,2016-10-26T22:12:10-0400,37.527764,-78.478716,labor,Neg,I am looking for an experienced blocklayer to help me complete the foundation part of building my new house in dillwyn va. The house will be approx 1300 sq ft. Rectangular. Approx 7 or 8 block crawlspace. I currently have all of the dirt out and have started setting footer forms. I would like some help with this as well as laying the block. I'm looking for someone who is experienced and has done this work for a living for a considerable amount of time. I will supply equipment and material. Please text me and let me know if u are available and we can discuss cost. Thanks.    
New Year's Eve - Service and Clean Up,charlottesville,http://charlottesville.craigslist.org/dmg/5847558535.html,2016-10-26T15:01:55-0400,38.099500,-78.408500,domestic,hourly rate,Seeking someone to help with service and clean up for NYE for a private party at my home in the Pantops area. Hours of 4 PM to 1 AM.  Would include: keep appetizers and snacks refilled put away leftovers keep kitchen area neat load/unload dishwasher hand wash some items. Must be reliable and have transportation. Please respond with your hourly rate. thank you    
Need Laborer for a couple days,charlottesville,http://charlottesville.craigslist.org/lbg/5847162906.html,2016-10-26T11:41:40-0400,38.054985,-78.894024,labor,10 per hr cash,Cleaning out a big lots need help with trash and also wrapping rails for shelving for shipping.  May even need help in Staunton this weekend.  We work 10 hr days.  We need help today so please contact me asap!  Dan    show contact info   
Millennial Models Needed!,charlottesville,http://charlottesville.craigslist.org/tlg/5847150197.html,2016-10-26T11:35:15-0400,38.026600,-78.480500,talent,Unknown,Hey Charlottesville      A local craft brewing company is looking to do a photoshoot and is looking for some locals to feature! We're looking for models from ages 21 - 35 who are avalible for a full day shoot on a weekday. Groups of friends are encouraged! This is an unpaid gig but food and beverages will be provided.       Send an email to the above address if you're interested with your name age and a picture of yourself.       Thanks!    
Floating Cadet!! Delivery,charlottesville,http://charlottesville.craigslist.org/lbg/5846953358.html,2016-10-26T09:43:33-0400,38.093600,-78.561100,labor,12.00/ hr,**** Earn extra money during the holiday season! ****      Hi    Apex Systems is actively searching for qualified candidates for a Floating Cadets  for a leading provider of technology products in the Charlottesville Virginia area. If you are in the market and would like to hear more details regarding this position please send me an updated copy of your resume.      We have multiple openings so if you know of any other referrals that would be interested please feel free to pass along my information as well.  Thank you and I look forward to hearing from you!      ***Use their own vehicle to drive between customers homes to meet various geek squad employee with installations of electronic devices such as TV's computers etc.. . ..**      Must be able to lift and mount TV's and other electronics which can vary in weight    - TV sizes can range from 40" -- 80" which can be a max of about 130lbs (larger TV's are 2 person assignments)    - If needed must be physically able to move furniture to complete installations    - Must be flexible with hours of availability. Shifts can range beyond 4pm depending on customer need    - Excellent customer service    - Must leave customer home or office in original condition ensuring thorough cleaning effort was made    - Must be willing and able to work on your hands and knees if needed to complete an installation    - Installation experience is a PLUS but on-the-job training is also provided       Resources Needed:    Pay Rate: $12/hr    Hours: 8am-4pm for most shifts occasional need may be from 12-8pm shift as well    12pm-8pm    32 hours guaranteed    Schedule: Tues-Saturday    Duration: Through holiday season       Floater Cadet      Qualifications:   •	High school diploma or equivalent   •	Current valid driver's license and ability to provide proof of insurance that meets Apex/client's requirements   •	Must have reliable transportation in good working condition to drive between client sites on a daily basis   •	Excellent customer service skills   •	Lift or maneuver 75 lb. with or without reasonable accommodation and team lift up to 150 lb.    •	Reliable and punctual   •	Candidate will be reimbursed $0.50/mile starting after 50 miles per day.      Role Summary:   •	Cadet will drive between customer homes utilizing own vehicle using a predetermined schedule provided by onsite representative   •	Assist in unloading and unboxing merchandise   •	Cleaning work area of all debris   •	Must be able to lift and mount TV's and other electronics which can vary in weight   •	TV sizes can range from 40" -- 80" which can be a max of about 130lbs (larger TV's are 2 person assignments)   •	If needed must be physically able to move furniture to complete installations   •	Must be flexible with hours of availability. Shifts can range beyond 4pm depending on customer need   •	Excellent customer service   •	Must leave customer home or office in original condition ensuring thorough cleaning effort was made   •	Must be willing and able to work on your hands and knees if needed to complete an installation   •	Installation experience is a PLUS but on-the-job training is also provided   •	Client is also able to provide moving equipment w/in reason (straps braces dollies) and will advise on proper lifting technique when asked.      Required:   •	Must have appropriate certifications and/or licenses dependent on state law   •	Must be 18 years of age and have a current valid driver's license with a clear driving record and maintain a clear driving record    •	Current valid driver's license and ability to provide proof of insurance that meets Apex/client's requirements   •	Double Agents who work exclusively in the Manhattan New York area are exempt from this requirement   •	Flexible hours to include weekends and shift work.   •	Must have reliable vehicle in good working condition and ability to provide proof of insurance.   •	Ability to repeatedly carry and maneuver a minimum of 75 lbs. individually and 150 lbs. as a team up and down two flights of stairs with less frequent weight of up to 300 lbs. as a team (assistive tools are available).   •	The client does carry products weighing up to 600 lbs. but those are fairly rare and if you are uncomfortable attempting it we should be able to resolve those instances internally.         Drug/background check    
Easy money ladies,charlottesville,http://charlottesville.craigslist.org/tlg/5833965869.html,2016-10-18T01:43:16-0400,38.093600,-78.561100,talent,Varies,Looking for a few attractive females who would be willing to having their legs/feet "worshiped". Pays well please reply for any questions.    
MAKE EXTRAL MONEY ONLINE WEEKLY,charlottesville,http://charlottesville.craigslist.org/lbg/5846370729.html,2016-10-25T19:32:44-0400,37.165700,-78.105900,labor,$400 weekly,Online workers needed! We are in need of many online workers!      Things required: A computer or smartphone.      You can reach christopher at     show contact info   for more info.- Text Only         Thanks   christopher    
Organization of one bedroom apartment,charlottesville,http://charlottesville.craigslist.org/dmg/5846348691.html,2016-10-25T19:16:16-0400,38.099500,-78.408500,domestic,Pantops,Hi! I am looking for someone to help me breakdown a few boxes take them to the trash organize my apartment wash and put away dishes this week . Can you tell me what your hourly rate would be?       Thank you!    
seeking females for new photo work,charlottesville,http://charlottesville.craigslist.org/tlg/5846194179.html,2016-10-25T17:32:00-0400,38.093600,-78.561100,talent,1500,seeking females for new photo work   must reply now with a few photos   seeking female models 19-24 years old   $1500 per shoot great start for new models    
Athletic Preppy Types For Modeling,charlottesville,http://charlottesville.craigslist.org/tlg/5814677896.html,2016-10-05T16:28:56-0400,38.040100,-78.485100,talent,$4,500,We are looking for the best local females(aka most attractive) for high paying video    shoots.   We are offering all models cash- $4500 per shoot.      Must be 18-24 years old petite/toned/tan pretty face and smile few or no tattoos.   Swimmers college girls titled kilt or hooters girls too   Ongoing high paying modeling work      Email age photos and stats for consideration.      
Inspector,charlottesville,http://charlottesville.craigslist.org/dmg/5846176668.html,2016-10-25T17:21:16-0400,37.583300,-78.598500,domestic,per order,Looking for Potential Employees:      Our company completes various types of inspections for National Field Service companies. They vary by order from determining general occupancy/condition to leaving door hangers as requested from the various clients to meeting with homeowners for insurances repair inspections among other types. Applicant must be able to follow written instructions clearly and be a problem solver. Various resources must often be utilized to locate or determine correct addresses as well as overcome the different obstacles in the field. Experience with optimizing and routing multiple stops is very beneficial and highly preferred. Applicant must be comfortable communicating with homeowners neighbors county resources etc. as necessary to complete the task given.This position requires regular repeated daily use of the latest technologies. Applicant MUST be completely comfortable with technology. Must be highly proficient with either iPhone or Android smartphones email and various software systems.      Inspectors are 1099 subcontractors and must manage their own time fuel and other tools/resources efficiently and effectively in order to meet the given deadlines.    
Inspector,charlottesville,http://charlottesville.craigslist.org/dmg/5846178686.html,2016-10-25T17:22:29-0400,37.690200,-78.947900,domestic,per order,Looking for Potential Employees:      Our company completes various types of inspections for National Field Service companies. They vary by order from determining general occupancy/condition to leaving door hangers as requested from the various clients to meeting with homeowners for insurances repair inspections among other types. Applicant must be able to follow written instructions clearly and be a problem solver. Various resources must often be utilized to locate or determine correct addresses as well as overcome the different obstacles in the field. Experience with optimizing and routing multiple stops is very beneficial and highly preferred. Applicant must be comfortable communicating with homeowners neighbors county resources etc. as necessary to complete the task given.This position requires regular repeated daily use of the latest technologies. Applicant MUST be completely comfortable with technology. Must be highly proficient with either iPhone or Android smartphones email and various software systems.      Inspectors are 1099 subcontractors and must manage their own time fuel and other tools/resources efficiently and effectively in order to meet the given deadlines.    
$10 for just a bit of your time online,charlottesville,http://charlottesville.craigslist.org/dmg/5845982757.html,2016-10-25T15:30:42-0400,38.093600,-78.561100,domestic,10,Need just a small hand with an online thing paying $10    
Fireworks 2017 - Sign Up NOW!,charlottesville,http://charlottesville.craigslist.org/evg/5845708595.html,2016-10-25T13:09:00-0400,38.093600,-78.561100,event,contractor position, make $2000 - $4000,Run your own Fireworks business!  Locations available for next summer in Charlottesville Culpeper Fredericksburg Luray Roanoke and more!  Reserve your location today!    
Move heavy loads from store &&&,charlottesville,http://charlottesville.craigslist.org/lbg/5845089154.html,2016-10-25T02:24:32-0400,39.085300,-77.645200,labor,200$,Contact me now if you are available to work by moving heavy loads from store and within the city and sometimes outside the city with good pay    
Personal Assistant/Errand Assitant!!! $550 Weekly!!!,charlottesville,http://charlottesville.craigslist.org/lbg/5844751247.html,2016-10-24T19:52:11-0400,39.002100,-77.442100,labor,500,Make Extra Bucks weekly!!!   Earn $550 weekly by simply sharing handbills/flyers for a month get back to me for more info.   Text Mike     show contact info   for more information   Thanks Alot    
Looking for someone to fix my Arcade machine,charlottesville,http://charlottesville.craigslist.org/cpg/5844764586.html,2016-10-24T20:01:39-0400,38.057921,-78.899260,computer,Negotiatable,Something is wrong with my Double Dragon. Looking for someone that can fix Arcade systems.       Located in Waynesboro    
Make extra income $400 with Christmas light,charlottesville,http://charlottesville.craigslist.org/lbg/5844664857.html,2016-10-24T18:52:16-0400,36.214200,-81.666000,labor,$400 weekly,Thanks for viewing this postthere is an opportunity going on with christmas light we are in need of people to carry our sticker on their Car/bike/truck/Van/Bus advertise with us now and earn $400 weekly   show contact info   text the hiring manager    compensation: $400 weekly    
Ebay seller wanted,charlottesville,http://charlottesville.craigslist.org/dmg/5833985877.html,2016-10-18T02:31:06-0400,38.439121,-77.997590,domestic,20 pct,I am looking for someone with an established ebay account and good reputation with lots of sales.  I have approximately $10k worth of stuff I want to sell.  Lots of collectable games old stuff like Nintendo intellivision Commodore Amiga.  Also lots of football jerseys things I brought back from Africa Pakistan Afghanistan......and tools.  Tons of tools. Oh and around $2-3k in automotive body trip pieces. Big things that I have big boxes for.  Running boards bug guards bike racks.  All new.  These things are in my home in Culpeper VA.  I would like for someone to stay in a guest room enjoy the entire house and work from there if you have the flexibility to relocate temporarily.  If you would rather drive back and forth we can talk about it.  But I don't want this to drag on for a year so my first choice would be someone to bring some clothes and share the house with me.  You will be very safe.  I am offering 20% of what's left after ebay and paypal take their money.  For the auto parts and trim I will raise that to 30% because I didn't pay for those it was a condition of getting a part for my truck that I take it all as the guy was selling his house and needed it cleared.  So I just kind of fell into thousands of dollars in car parts.  If we do this right you could clear a couple thousand. But I want someone serious and who is very familiar with the ebay (or any online auction/sales process)      
Seeking Foodies for Fun Events,charlottesville,http://charlottesville.craigslist.org/evg/5840092528.html,2016-10-21T18:42:40-0400,38.093600,-78.561100,event,$15 an hour,Seeking Foodies for Fun Job!      Do you love food? Are you outgoing and Crave doing something fun and exciting for work?   Do you love people?  Are you organized and punctual ? If so we would love to hear from you!   We are a local Marketing company looking for outgoing individuals to join our Product Demonstrator  team.    We Currently  have openings in Charlottesville Arlington Ashburn Springfield Vienna Reston Fairfax Alexandria Newport News Falls Church Glen Allen and Virginia Beach.   This is a great position if you are looking for a part time job to supplement your income have retired or are a student that loves sales and chatting it up with the public.   Scheduling is flexible and Events generally run on the week ends.    Job requirements: Professional appearance  Must have a reliable  car computer and a small table.   Job duties: Arrive on time to scheduled events and have fun interacting with shoppers while intercepting shoppers to try what you are featuring to drive sales.      If you are interested we would love to hear from you. Please send your resume headshot and current contact information. When responding to this ad please specify which locations you would be able to cover.   
Warehouse Laborers needed!,charlottesville,http://charlottesville.craigslist.org/lbg/5806224671.html,2016-09-30T10:14:09-0400,38.175900,-78.181500,labor,9-10 an hour,Do you enjoy working with your hands? Do you pride yourself on your work ethic? If so this job is for you!      We are looking for warehouse associates for a premier client of ours in Gordonsville VA!       Candidates will be tasked with helping move materials assist in assembling shelving and help with any other needs that may be needed. Candidates should be comfortable lifting up to 50lbs.   $9-10 an hour   If you are interested in starting an exciting new career apply today!    
Espresso Retail Position - Weekends,charlottesville,http://charlottesville.craigslist.org/evg/5839147582.html,2016-10-21T10:11:56-0400,38.093600,-78.561100,event,$21/hr plus sales incentives,Great opportunity to represent for an innovative industry leader in the single serve coffee business!      Retail Product Specialist wanted for Demo Program      Your primary job will be to demonstrate and sell in local retail specialty and department stores in the Charlottesville.      Job Responsibilities      Build brand awareness and increase sales through product demonstrations of the machines   •	Engage customers by offering samples and product demonstrations   •	Build positive working  relationship with store management and associates   •	Educate customers on the coffee machine and club services   •	Close sales   •	Complete count of general machine and supplies inventory   •	Comply with quality standards set by client   •	Merchandise and maintain cleanliness of store display and machines   •	Timely Reporting results to agency and entering results on the client website      Requirements:   •	Polished Professional Reliable and Energetic   •	Great communication skills.   Able to speak clearly and confidently in front of groups of people.   •	Sales experience -- retail preferred    •	Available for Program Training Held locally -- scheduled for November 2nd 3-7pm   •	Competitive hourly rate plus incentives paid training      For consideration and additional program details please respond with resume.         
Looking for Self Loaders, End dumps, Dump trailers,charlottesville,http://charlottesville.craigslist.org/lbg/5820467253.html,2016-10-09T14:24:57-0400,34.272600,-77.963300,labor,see ad,Looking for Self loaders all sizes dump trailers 30CY and up  End dump semi's 60CY and up Walking floors.... pretty much if it can load or haul a lot of stuff we can probably put it to work.... for cleanup of Matthew and continuing cleanup in Louisiana.      Current rates in La are:   From 0 to 10 miles to the dump $6.50 per CY   From 10.1 to 15 miles to the dump $6.75 per CY   From 15.1 to 20 miles to the dump $7.00 per CY   From 20.1 to 25 miles to the dump $7.25 per CY   From 25.1 to 30 miles to the dump $ 7.50 per CY   over 30 miles to the dump $9 per CY      With the bulk of the work being in the 15 to 30+ mile range.       Rates for Mathew are hovering around $5 with most runs under 10 miles one way. I have work from Fl to SC and NC should be starting soon.      (Haul units alone are normally half these pay rates with someway of loading they are those rates )      Pay is 2 weeks in the hole then every week after. Must have WC GL and auto with coverage extending to any trailers.      Please email me with available equipment it's current location how soon you can leave and good contact information.   
Open photo work!,charlottesville,http://charlottesville.craigslist.org/tlg/5838648456.html,2016-10-20T21:22:40-0400,38.093600,-78.561100,talent,1000,Open photo work for cute female college students   You must be in great shape good looking and confident   Hiring reliable models (must be on time no cancellations)   $1000 per shoot hiring females 19-24 years old   Must apply now to be considered   Looking for females who are interested in photo work   
10/22 BRAND AMBASSADORS NEEDED AT UVA - $25/HOUR,charlottesville,http://charlottesville.craigslist.org/evg/5838654234.html,2016-10-20T21:28:21-0400,38.039844,-78.506413,event,$25/hour,Looking for Brand Ambassadors at UVA from 11 AM to 4 PM on Saturday before the football game. $25/hour. Contact ASAP.    
DJ needed for ongoing events,charlottesville,http://charlottesville.craigslist.org/tlg/5837800945.html,2016-10-20T12:30:01-0400,38.157400,-79.065100,talent,Pay is contract to contact.,DV Entertainment is looking for a highly professional DJ for seasonal events in the collegiate market during the academic season. Must be located in the Staunton harrisonburg or Charlottesville area.      Must have experience playing top-40 using a must play list during sets and be able to engage with the audience while still reading the crowd. Must also be willing to travel outside the local area upward to 4-6 hours away depending on the event. pay is fair which would be discussed after job offer. Work is contact to contract. Typically 2-4 gigs per semester starting off after first trial gig.      Requirements    21 or older (25 and older prefered).   Have DJ experience   Their own DJ controller laptop etc.   Reliable transportation   clean/radio edits of music.       HOW TO APPLY   Please send a cover letter stating your interest all forms of contact standard resume (or creative resume if you have one) any social media links (DJ related) and a recent DJ mix 15-30 mins long. Please include on your resume 1-2 personal references 2 previous or current employer references and 2-4 previous client references. All references will be contacted. Send all the above to the automated CL email address and we'll reply with direct contact info.    
dependable worker assistant needed,charlottesville,http://charlottesville.craigslist.org/lbg/5837245828.html,2016-10-20T01:38:00-0400,37.495500,-77.471000,labor,$900 Monthly,My name is Mike Henry my professional job is payroll I have been into this business for few years back Now I think I need assistant who will be who helping me with this payroll stuff this job take most of my time and I think I need to spend most of my time with my children and family this time around that is why am in need of a helper. thanks    
Preschool Fitness Instructor,charlottesville,http://charlottesville.craigslist.org/dmg/5790842598.html,2016-09-20T14:36:46-0400,38.093600,-78.561100,domestic,Charge your own rates,FLYAROO Fitness: preschool exercise certification to teach dance yoga basic skills dance imagination and so much more- all in one class! We are theme-based and every month you receive a new place to travel in the classroom (i.e. circus zoo winter Hawaii).       Fitness enthusiasts teachers college students parents babysitters etc.- check out our online instructor training workshops! FLYAROO Fitness classes can be taught anytime anywhere.       The Instructor Training empowers our greatest asset YOU to share your love of fitness make extra money and have fun! You can teach the program in any setting with preschoolers: gym park beach preschool after school camps - the opportunities are endless. We build the curriculum we design the classes we choreograph the playlists YOU teach the program! We provide AFAA & NASM online credits.      We have over 100 instructors certified in training and working all over the world. FLYAROO Fitness also has a marketing team to ensure that the program is well-received nationwide. Our instructors make $30+/ hour.       http://flyaroofitness.com/product/online-instructor-training-academy/    
Preschool Fitness Instructor,charlottesville,http://charlottesville.craigslist.org/dmg/5791971698.html,2016-09-21T10:08:36-0400,38.093600,-78.561100,domestic,Charge your own rates,FLYAROO Fitness: preschool exercise certification to teach dance yoga basic skills dance imagination and so much more- all in one class! We are theme-based and every month you receive a new place to travel in the classroom (i.e. circus zoo winter Hawaii).       Fitness enthusiasts teachers college students parents babysitters etc.- check out our online instructor training workshops! FLYAROO Fitness classes can be taught anytime anywhere.       The Instructor Training empowers our greatest asset YOU to share your love of fitness make extra money and have fun! You can teach the program in any setting with preschoolers: gym park beach preschool after school camps - the opportunities are endless. We build the curriculum we design the classes we choreograph the playlists YOU teach the program! We provide AFAA & NASM online credits.      We have over 100 instructors certified in training and working all over the world. FLYAROO Fitness also has a marketing team to ensure that the program is well-received nationwide. Our instructors make $30+/ hour.       http://flyaroofitness.com/product/online-instructor-training-academy/    
Preschool Fitness Instructor,charlottesville,http://charlottesville.craigslist.org/dmg/5794050013.html,2016-09-22T13:58:11-0400,38.093600,-78.561100,domestic,Charge your own rates,FLYAROO Fitness: preschool exercise certification to teach dance yoga basic skills dance imagination and so much more- all in one class! We are theme-based and every month you receive a new place to travel in the classroom (i.e. circus zoo winter Hawaii).       Fitness enthusiasts teachers college students parents babysitters etc.- check out our online instructor training workshops! FLYAROO Fitness classes can be taught anytime anywhere.       The Instructor Training empowers our greatest asset YOU to share your love of fitness make extra money and have fun! You can teach the program in any setting with preschoolers: gym park beach preschool after school camps - the opportunities are endless. We build the curriculum we design the classes we choreograph the playlists YOU teach the program! We provide AFAA & NASM online credits.      We have over 100 instructors certified in training and working all over the world. FLYAROO Fitness also has a marketing team to ensure that the program is well-received nationwide. Our instructors make $30+/ hour.       http://flyaroofitness.com/product/online-instructor-training-academy/    
Street Team Needed in charlottesville,charlottesville,http://charlottesville.craigslist.org/evg/5836835520.html,2016-10-19T18:29:30-0400,38.099500,-78.408500,event,$19/Hr,We are looking to hire professional outgoing reliable person to help out with a street team on Thursday October 27th- Saturday October 29th 11am-6pm.      Duties:    Staff will be handing out flyers to promote a pet friendly establishment! Must be able to lift 40 pounds.       Rate:    Training: $30 flat    Event: $19/hr       Dates/Time:       Training: Wednesday October 26th 6pm-7pm    Event: Thursday October 27th -- Saturday October 29th 11am-6pm      If interested and available please send the following    • Name and Phone Number   • Resume or Work History   • 4 photos (2 head shots 2 body shots) as professional as possible no selfies or group photos    
Looking for Entertainers,charlottesville,http://charlottesville.craigslist.org/evg/5836860480.html,2016-10-19T18:47:09-0400,37.905606,-78.314667,event,Tbd,We are searching for a karaoke DJ who has availability!   Also searching for Line dance teachers and Salsa instructors.   Could lead to many more gigs.      !!!!! Upbeat and fun need only apply!!!    
looking for 3 beautiful women,charlottesville,http://charlottesville.craigslist.org/tlg/5836601887.html,2016-10-19T16:06:09-0400,37.688575,-78.946295,talent,neg. per hr rate,Looking for 3 beautiful women to dance at adult party there will be about 5 men attending this party as a  welcome home party. Anyone that may be interested in performing please be 18 and older with proof be able to drive and have a rate per hour in mind . looking forward to hearing from you all.    
Advertising,danville,http://danville.craigslist.org/lbg/5852066348.html,2016-10-29T13:28:57-0400,27.165600,-80.291600,labor,$600 weekly,Will you post ads on craigslist on a basic daily and earn $600 weekly.. if so kindly text Maria now at    show contact info   
LABEL NEED RAPPERS, SINGERS AND GROUPS,danville,http://danville.craigslist.org/tlg/5828303182.html,2016-10-14T12:11:11-0400,35.772700,-78.632400,talent,Unknown,Hip hop label need singers and rappers you need help to get to the next level then email your stage name cell number and a song you like to drop and we will email back if we like to work with you    
