Name,Location,URL,datetime,lon,lat,genre,pay,about,pornlevel
Mom Makse Money Sharing Smart Phone App,bakersfield,http://bakersfield.craigslist.org/cpg/5826787136.html,2016-10-13T09:49:30-0700,35.3039,-119.1056,computer,Commission.,Stay at Home Mom makes full time income sharing and using a Smart Phone App!      Email for info.  Please check your email within 24 hours.      Commission Pay.    ,0
organize photos on computer,slo,http://slo.craigslist.org/cpg/5852069804.html,2016-10-29T10:30:51-0700,35.3056,-120.817509,computer,$25 PER HR.,I have 2000 photos from Bali trip.  Want to organize into a slide show from computer to  TV .   The photos have been downloaded to my computer.  The folders went to Picasa program as it was on my computer.  I would like someone who is familiar with Picasa as the program is there.  I realize Google has taken the place of Picasa but Picasa can still wok as organizer.  PLEASE BE VERY FLUENT IN PICASA USAGE.  My computer is a lap top but would prefer a home visit.    ,0
Ladies 18-36 Wanted for Modeling Gig,hanford,http://slo.craigslist.org/tlg/5852388120.html,2016-10-29T13:43:34-0700,35.3172,-120.8333,talent,$250+,Model needed for mixed lingerie/nude shoot.  Please send measurements availability and sample photos.    ,1
Ladies 18-36 Wanted for Modeling Gig,slo,http://slo.craigslist.org/tlg/5852388120.html,2016-10-29T13:43:34-0700,35.3172,-120.8333,talent,$250+,Model needed for mixed lingerie/nude shoot.  Please send measurements availability and sample photos.    ,1
Research Participants Needed! Start Getting Paid Today!,bakersfield,http://bakersfield.craigslist.org/dmg/5848946935.html,2016-10-27T10:11:17-0700,35.3396,-119.0218,domestic,$25 / month via PayPal,Our team at UniteResearch is looking for local residents to join our research panel for internet speed testing. We are partnering with people like you who have a high speed internet connection in cities across the US to help us determine the REAL internet speeds ISPs are providing to you.      We have 9 research panel slots left so HURRY!         Here are the requirements:      Plug in our speed test device into your router at home; since our device is exclusively measuring speed data we can guarantee it will absolutely WILL NOT slow down your computer.   Keep the device connected all day(as long as it stays up 90% of the week you'll get paid so keep it somewhere it can stay plugged in)   Respond to emails or texts (your preference) from our team in case there is an issue(approx 2 emails/texts a month).      ALL YOU HAVE TO DO IS KEEP IT PLUGGED IN TO EARN $25/MONTH!   There's no work just set it and forget it! It's just that easy!         If you are interested please sign up at:   https://www.uniteresearch.com/join?a=31   or reply by email to this ad.            Don't wait start making cash today! ,0
PAID FIELD CANVASSERS NEEDED!!!,hanford,http://hanford.craigslist.org/lbg/5788936411.html,2016-09-19T09:48:41-0700,35.3396,-119.0218,labor,$10.00 per hour,National political campaign seeking paid canvassers for the 2016 election cycle in Kings County.       Field canvassers will be part of an exciting campaign team and an instrumental aspect of victory operations. Duties include but are not limited to door to door contact and speaking with voters regarding important issues affecting the Central Valley.       Applicants must exhibit strong communications skills exemplify a strong and reliable work ethic and adapt quickly to a fast and often demanding work environment.       Part and Full Time positions are available and all will be compensated at $10.00 per hour. Qualified applicants please submit resume and statement of interest directly via email    ,0
Chauffeur/personal assistant,bakersfield,http://bakersfield.craigslist.org/dmg/5848728126.html,2016-10-27T08:16:19-0700,35.3475,-118.8718,domestic,$10 an hour,Busy entrepreneur looking for chauffeur personal assistant .  Part time could lead to full-time need someone flexible professional and personable.  Valid drivers license and insurance. Refer somebody graduated from college.    ,0
New Musical Seeking Compser/Lyricst,slo,http://slo.craigslist.org/tlg/5847986077.html,2016-10-26T16:22:55-0700,35.3584,-120.2596,talent,Unknown,New Musical!! Loosely based off of King Arthur. I am i need of a composer/ Lyricist The show is Two acts and 90 pages typed with no songs. Musical Theatre style  but still contemporary.    ,0
maintenance person wanted,bakersfield,http://bakersfield.craigslist.org/lbg/5839611539.html,2016-10-21T11:08:55-0700,35.36191,-119.018886,labor,pay to be determined,compensation: Pay based on experience   employment type: part-time or full-time   Looking for a for a maintenance person in a Rental construction company. Experience in all aspects of maintenance including plumbing electrical drywall carpentry etc. Part-time to start hours will vary. Pay depending on experience.       Please email us your resume      Please write your experience! How long you have been in the field what type of work you can do( tile electrical plumbing carpenter so on) this is a property maintenance job how much do you want to earn? part time or full time ? do you have tools ? truck? Can you work independently?    Construction Maintenance (Bakersfield)    ,0
CASH.....$10/hr to start.....Deliver flyers for business to homes,bakersfield,http://bakersfield.craigslist.org/lbg/5849421560.html,2016-10-27T14:37:59-0700,35.379063,-119.017811,labor,Start at $10 hr cash,"NO CALLS..........Start now Need a couple part-time people outgoing with transportation and on time for work that's reliable but MUST be ""IN SHAPE"" to deliver our business flyers to homes in Bakersfield in a supervised setting.   Cash paid everyday.....work is from 8am---12 noon a few days a week.   Start Monday  OCTOBER 31st......if you want sure cash plus pay will go up as we see your drive interest.   Leave email address full name and phone number!   NO CALLS......Thanks    ",0
Alcohol Brand Ambassador/Event Specialist - Morro Bay,slo,http://slo.craigslist.org/evg/5834979362.html,2016-10-18T13:22:38-0700,35.3795,-120.8447,event,TBD,Alcohol Brand Ambassador/Event Specialist: Alcohol Food and Product demonstrator       Part-time/on-going position (not temp not seasonal). Engage grocery store customers offer free product samples. Friendly outgoing personality positive attitude strong customer service experience or skills. Potential work/demo days are: Thursday Friday Saturday and Sunday (varies from week to week)      Must have PC computer with daily Internet/email access. Must be 21 or older. Alcohol Demo hours: Weekday 3:30pm -- 7:15pm Weekends from 13:30 -- 4:15pm. Food Demo hours: Weekday 2:30 -- 8:30pm Weekends from 10:30 -- 4:30pm.        Please call or email for additional details included store and pay rate.       About Advantage Solutions   Advantage Solutions Formally Advantage Sales and Marketing LLC (ASM) is one of North America's leading sales and marketing agencies specializing in outsourced sales merchandising category management and marketing services to manufacturers suppliers and producers of food products and consumer packaged goods. ASM services a variety of trade channels including grocery mass merchandise specialty convenience drug dollar club hardware consumer electronics and home centers. We bridge the gap between manufacturers and retailers providing consumers access to the best products available in the marketplace today.   ,0
Deliver flyers to homes....."CASH DAILY"  Part time week-days,bakersfield,http://bakersfield.craigslist.org/dmg/5847146831.html,2016-10-26T08:33:36-0700,35.380323,-119.0312,domestic,$10 cash per hr to start......,Start right away......Start at $10 per hour! Part-time 2-3 days a week 8am---12pm. Simply delivering flyers to homes in a supervised setting. YOU must be punctual have your own transportation and be honest and reliable! Pay will go up with time and your drive being demonstrated    ,0
Hiring immediately,bakersfield,http://bakersfield.craigslist.org/dmg/5848135890.html,2016-10-26T18:29:44-0700,35.3855,-118.986,domestic,$100/week,We need a reliable babysitter that has transportation. It is for 3 days a week usually Wednesday Thursday and friday. You need to be able to have a flexible schedule and are reliable. The pay is negotiable but it is bi weekly pay.    ,0
GIRLS I8+$$$$$,bakersfield,http://bakersfield.craigslist.org/tlg/5852335594.html,2016-10-29T13:08:34-0700,35.3866,-119.0171,talent,$$$$$$$,LOOKING for cute ladies l8+   Full service escort work   No experience needed   Well established clientele   Lots of work available    $1000 a day & more cash $$$$$   Must be open minded   Friendly    Must be willing to travel   All around California    We privide transportation    No worries   Reply back with   Photos full body / face.   Age   Availability    Contact phone number   Is a must .......    ,1
Front desk busy Hotel,bakersfield,http://bakersfield.craigslist.org/cpg/5837090469.html,2016-10-19T19:03:12-0700,35.3866,-119.0171,computer,$14-$18hr,I'm primarily hiring for our weekend front desk shifts 7 am - 7 pm Saturday and Sunday also 7 pm - 7 am Saturday and Sunday. If you need full time I also have two 3 - 11 shifts available that would put you at 40 hours (and 3 days off per week).       No experience is necessary some computer knowledge is a plus.      Please reply by e-mail with your resume and I will contact you for an interview.      ,0
Brand Ambassador for Leading Tech Brand,bakersfield,http://bakersfield.craigslist.org/evg/5832167104.html,2016-10-16T20:10:03-0700,35.3866,-119.0171,event,High Teens + Bonus,"Brand Ambassador       Location:       High Hourly rate plus Bonus   20 hours per week Thursday-Sunday!      Training starts November 14th   Official Start date November 17th- December 31st!      JOB SUMMARY      As an Brand Ambassador you help create energy and excitement around a specific top notch brand that everyone knows and uses everyday. Also offer sales support in your assigned reseller store location. You'll introduce customers to the brand in store experience by connecting them to the right products solutions and sales team members.      Key Qualifications   â€¢	Extraordinary customer service commitment   â€¢	Helpful approach to connecting with customers   â€¢	Ability to work independently and in a team environment   â€¢	Approachable and confident communication style   â€¢	Energetic and friendly   â€¢	Passionate about technology especially the products      Description   You'll encourage customers to experience our products through hands-on demos and inspire them to uncover possibilities. You'll identify sales and customer engagement opportunities for the reseller. You ensure customers had a great shopping experience and were connected with the proper solution.      Requirements   â€¢	Good listener and empathetic   â€¢	Quick learner and adaptable   â€¢	Experience with Apple products   â€¢	Flexible schedule    ",0
Brand Ambassador for Leading Tech Brand,bakersfield,http://bakersfield.craigslist.org/evg/5836063713.html,2016-10-19T08:33:41-0700,35.3866,-119.0171,event,High Teens + Bonus,"Brand Ambassador       Location:       High Hourly rate plus Bonus   20 hours per week Thursday-Sunday!      Training starts November 14th   Official Start date November 17th- December 31st!      JOB SUMMARY      As an Brand Ambassador you help create energy and excitement around a specific top notch brand that everyone knows and uses everyday. Also offer sales support in your assigned reseller store location. You'll introduce customers to the brand in store experience by connecting them to the right products solutions and sales team members.      Key Qualifications   â€¢	Extraordinary customer service commitment   â€¢	Helpful approach to connecting with customers   â€¢	Ability to work independently and in a team environment   â€¢	Approachable and confident communication style   â€¢	Energetic and friendly   â€¢	Passionate about technology especially the products      Description   You'll encourage customers to experience our products through hands-on demos and inspire them to uncover possibilities. You'll identify sales and customer engagement opportunities for the reseller. You ensure customers had a great shopping experience and were connected with the proper solution.      Requirements   â€¢	Good listener and empathetic   â€¢	Quick learner and adaptable   â€¢	Experience with Apple products   â€¢	Flexible schedule    ",0
Drive in Bako for serious cash,bakersfield,http://bakersfield.craigslist.org/tlg/5841271571.html,2016-10-22T11:31:45-0700,35.3866,-119.0171,talent,7K Monthly Possible 5K AVG,Want to drive your own car and make great income?       Imagine making great income and creating a schedule on your time       We are looking for some talented drivers!       If you would like driving and greeting amazing people then email us back asap!       Imagine working around your passion and earning top-end cash at the same time       That is why partnering with us makes more sense          If you have your own vehicle & clean background you can be earning with us in 2 days!          Tell us a little about yourself & why you would like to join our team      +Must be 18 or older      +Must submit background check   ,0
Drive in the 661 - Entrepreneur,bakersfield,http://bakersfield.craigslist.org/lbg/5841279805.html,2016-10-22T11:35:58-0700,35.3866,-119.0171,labor,6K Monthly,Are you an artist or entrepreneur that needs more time to concentrate on your passion and goals      We decided to post in labor gigs because we have many laborer's with driving experience artist and writers that have found refuge with us       Imagine working around your passion and earning top-end cash at the same time       That is why partnering with us makes more sense       If you have your own vehicle & clean background you can be earning with us in 2 days!       Get paid the same day! We even have ways to lease cars with us if your car is not up to par       Must be 18+       Reply to this ad and tell us why you would make a good driver with us   ,0
Group Fitness Instructor- AMPD Training,bakersfield,http://bakersfield.craigslist.org/dmg/5850350781.html,2016-10-28T08:49:45-0700,35.3866,-119.0171,domestic,Charge your own rates,Become an AMPD group fitness instructor! Our online training for AMPD Resistance and our live training for Kettlebell AMPD (nationwide locations for training) are the hottest new programs trending in the fitness industry.      Perks to becoming an instructor: - charge your own rates - work wherever you want - workout while you get paid - great side job for fitness enthusiasts group instructors gym owners personal trainers and anyone who loves working out!      AMPD Resistance (100% online training): Take resistance band training to the next level. We combine great music with simple band movements to create a fun effective total body workout that is safe for all fitness levels.       Kettlebell AMPD (live workshops nationwide): Take heart-pumping music and kettlebell move combine them into 60 minutes of calorie- torching fun! The program uses lightweight kettlebells in both traditional and non-traditional ways to create a fun effective full body workout.       Be one of the first instructors in your area to offer this new format! AFAA and ACE CEU available. You don't have to email us- just click on the links below and register online.      https://www.kettlebellampd.com/instructor-trainings   http://ampdresistance.com/    ,0
Brand Ambassador for Leading Technology Brand,bakersfield,http://bakersfield.craigslist.org/evg/5837078856.html,2016-10-19T18:50:26-0700,35.3866,-119.0171,event,High Teens + Bonus,"Brand Ambassador       Location:       High Hourly rate plus Bonus   20 hours per week Thursday-Sunday!      Training starts November 14th   Official Start date November 17th- December 31st!      JOB SUMMARY      As an Brand Ambassador you help create energy and excitement around a specific top notch brand that everyone knows and uses everyday. Also offer sales support in your assigned reseller store location. You'll introduce customers to the brand in store experience by connecting them to the right products solutions and sales team members.      Key Qualifications   â€¢	Extraordinary customer service commitment   â€¢	Helpful approach to connecting with customers   â€¢	Ability to work independently and in a team environment   â€¢	Approachable and confident communication style   â€¢	Energetic and friendly   â€¢	Passionate about technology especially the products      Description   You'll encourage customers to experience our products through hands-on demos and inspire them to uncover possibilities. You'll identify sales and customer engagement opportunities for the reseller. You ensure customers had a great shopping experience and were connected with the proper solution.      Requirements   â€¢	Good listener and empathetic   â€¢	Quick learner and adaptable   â€¢	Experience with Apple products   â€¢	Flexible schedule    ",0
URGENT PROMOS AVAIL-This Friday and Sat- Immediate BOOKING,bakersfield,http://bakersfield.craigslist.org/evg/5848127928.html,2016-10-26T18:22:12-0700,35.3866,-119.0171,event,$25/hr,Immediately hiring energetic female brand ambassadors to promote some of the top brands in the US in various locations in your area!       Promos Available:    Friday -- October 28th -- 2pm to 7pm (Bakersfield Area)    Saturday -- October 29th -- 1pm to 6pm (Bakersfield Area)      Requirements:   -Must be female   -Must be bilingual (English/Spanish)   -Must be fit   -Must have reliable transportation      If interested email:   -A copy of your resume   -2 recent photos      TRAINING AVAILABLE.      Feel free to email us any questions.      Thanks    ,0
GIRLS I8+$$$$$,hanford,http://bakersfield.craigslist.org/tlg/5852335594.html,2016-10-29T13:08:34-0700,35.3866,-119.0171,talent,$$$$$$$,LOOKING for cute ladies l8+   Full service escort work   No experience needed   Well established clientele   Lots of work available    $1000 a day & more cash $$$$$   Must be open minded   Friendly    Must be willing to travel   All around California    We privide transportation    No worries   Reply back with   Photos full body / face.   Age   Availability    Contact phone number   Is a must .......    ,1
++Now Hiring Driver Movers and____ Laborers $1300 Weekly+++,santabarbara,http://santabarbara.craigslist.org/lbg/5850059867.html,2016-10-28T05:42:22-0700,35.3866,-119.0171,labor,$1300 weekly,_____Now Hiring 15-20 Form Fillers___________      We Will Pay weekly for Easy Form Fill Work with Flex Hrs  and Paid Holidays our Focus--Group Reps earn $1500+ WEEKLY. We Are A+ BBB Rated      ###Start today and work with us doing easy research studies.    ###Work with several mulit national companies all over the world   ###Never waste any more time searching through job listings with no success.          Feel free to share this with friends and family Spots will be filled on a first come first serve basis.         ######Register Below Today****                                       http://www.bigstart.club                  ,0
The Best App EVER-You Too Can Earn Up Too $500 Every Month!,bakersfield,http://bakersfield.craigslist.org/dmg/5845428817.html,2016-10-25T07:47:12-0700,35.3935,-119.1205,domestic,$500 Every Month,Need extra cash?      We just created a new app that's making a huge impact on middle class citizens all across the US!      It's a social media app that let's YOU make money with your Facebook account!      You don't have to post anything on your wall we don't need your Facebook password you simply download the app-& it connects to the business side of your Facebook-Letting us rent it and pay you up to $500 every month!      To get your first payment in the next 24 hours text us at     show contact info      ,0
$$30 for hour of work,bakersfield,http://bakersfield.craigslist.org/lbg/5849036005.html,2016-10-27T10:57:34-0700,35.3935,-119.1205,labor,$$30,I need someone with a truck  who can push back my 5th wheel 30 ft into my back yard. I need this asap!!!  5th wheel has a gooseneck.    ,0
2  day gig! invite a friend a BONUS pay!,bakersfield,http://bakersfield.craigslist.org/crg/5833172931.html,2016-10-17T12:10:13-0700,35.3935,-119.1205,creative,CASH!!,Looking to make an extra income? Contact us today to see if you're eligible. Simple & easy process. Please contact by Texting or Calling    show contact info   Serious Inquiries only!!! further details will be provided upon request. NO program admission fee!!!!!    ,0
CALL IN TODAY FOR ELIGIBILITY,bakersfield,http://bakersfield.craigslist.org/cwg/5833171099.html,2016-10-17T12:09:18-0700,35.3935,-119.1205,crew,CASH!!,Looking to make an extra income? Contact us today to see if you're eligible. Simple & easy process. Please contact by Texting or Calling    show contact info   Serious Inquiries only!!! further details will be provided upon request. NO program admission fee!!!!!    ,0
This ONE Common Factor Qualifies You for $350 To Download our App!,bakersfield,http://bakersfield.craigslist.org/dmg/5848356888.html,2016-10-27T00:08:41-0700,35.3935,-119.1205,domestic,$350,"Want to download an app that earns you money just for having it downloaded?!      We just released our app on the Google Play Store it's a free app that PAYS YOU when you download it!      So how does it work?       By downloading our app you check the ""permissions box"" to let us ""rent"" the advertising side of your Facebook. It connects to your Facebook and you get paid monthly--> On auto pilot!      Limited offer! App will be temporarily taken off Google store when quota is reached.      Text for more information:     show contact info      ",0
Mortgage & Commercial Inspector,bakersfield,http://bakersfield.craigslist.org/crg/5848685632.html,2016-10-27T07:52:16-0700,35.463637,-118.789785,creative,$20-$50 per field service contract,Nationwide Real Estate Management Firm is looking for individuals to photograph Residential and Commercial Properties. Pay rate is $20-$50 per field service contract. Or $20-$50 hr. This position is ideal for someone looking to earn full-time supplemental income and/or part-time. This is an independent contractor's position which means set your own schedule and be your own boss. Must be a self starter. Individuals are needed for immediate opportunities. No experience necessary. Will train. Paid Training! Highly Motivated and Self Starters need apply!!            Requirements:   Valid Driver's License   Possession of a Digital Camera   Reliable vehicle with good driving record   Reliable desktop or laptop with high speed internet access    ,0
Alcohol Brand Ambassador/Event Specialist BEWARE,slo,http://slo.craigslist.org/evg/5845703983.html,2016-10-25T10:06:39-0700,35.4754,-120.6638,event,Unknown,Advantage Sales and Marketing or whatever they are calling themselves now offers a less than ideal opportunity for us.  They feature compensation 20-30% below industry standards and require a long and extensive application process including drug testing and criminal background check.  Is that what YOU are looking for?  Please join me in boycotting them and keep them out of OUR business!    ,0
Help moving a hot tub,slo,http://slo.craigslist.org/lbg/5849542175.html,2016-10-27T16:02:44-0700,35.4754,-120.6638,labor,Give me a Quote,I need someone licensed and bonded to move a hot tub about 400 lbs. approx. 12 miles.  Min. 3 strong people needed.  Give me a price and availability.  Thanks.    ,0
Radiator Liquid Glass Installer,slo,http://slo.craigslist.org/lbg/5848135434.html,2016-10-26T18:29:22-0700,35.493661,-120.66782,labor,Flat Rate for the Repair,I am looking for the GUY than performs head gasket repairs using sodium silicate.  I was told I could find the listing here on Craigslist.  I am unable to locate the ad. I have determined it is head gasket thru several steps.  Please Call or Text Me    ,0
CDL Driver,slo,http://slo.craigslist.org/lbg/5849238690.html,2016-10-27T12:47:38-0700,35.6406,-120.7003,labor,D.O.E.,Local company needing Class A Driver.    email for details    ,0
Hauling and General Labor,slo,http://slo.craigslist.org/lbg/5849193259.html,2016-10-27T12:21:43-0700,35.6406,-120.7003,labor,$17 an hour full time,Looking for an individual with a truck who would like to become part of a team of well known highly reputable men who help serve the San Luis Obispo county with their hauling and General labor needs. Pay starts at $17 an hour. Must be reliable and drug free. Send an email with a little about yourself and your contact information for consideration.    ,0
lesbian couple want baby,visalia,http://visalia.craigslist.org/dmg/5825037993.html,2016-10-12T08:32:17-0700,35.7246,-118.4559,domestic,Unknown,My wife and I are wanting to conceive a baby.  So we are looking for a donor to help.  To help. Call my wife at 559 nine six. 7 7 four 09.    ,0
Too Many Leads Not Enough Agents,humboldt,http://humboldt.craigslist.org/dmg/5849787666.html,2016-10-27T19:56:14-0700,35.837,-88.9057,domestic,Commission-Overrides,LIFE AND HEALTH INSURANCE AGENTS NEEDED   PART TIME OR FULL TIME   EXPERIENCE NOT NECESSARY   NOT LICENSED-NO PROBLEM GREAT TRAINING PROGRAM TO OBTAIN LICENSE.   WE ARE SIMPLY LOOKING FOR SOMEONE WHO CARES ABOUT MAKING A DIFFERENCE AND MAKING MONEY WHILE HAVING FUN      **NO COLD CALLING   **IN-HOUSE LEADS-THESE ARE PEOPLE WHO HAVE FILLED OUT A FORM AND REQUESTED FOR SOMEONE TO CONTACT AND HELP THEM.   **WE HAVE TOO MANY LEADS AND NOT ENOUGH REPS   **RESIDUAL INCOME--- ABILITY TO EARN RESIDUAL INCOME   **TRAINING WITH TOP PRODUCERS   **YEARLY EXOTIC INCENTIVE TRIPS      WHAT WE ARE LOOKING FOR:      DRIVEN TO SUCCEED AND HELP OTHERS   DRIVEN TO CHANGE THEIR FINANCIAL SITUATION   SELF MOTIVATED   HARD WORKING   COACHABLE   TEAM PLAYER/LEADER   BUSINESS MIND SET   WILLING TO PLUG INTO OUR TRAINING PROGRAM AND SYSTEM FOR SUCCESS      INCOME:   PART TIME- 35-75K   FULL TIME- 100K+ FIRST YEAR   AVERAGE: $519 PER APPOINTMENT      REQUIREMENTS:   LIFE INSURANCE LICENSE OR WILLINGNESS TO OBTAIN ONE   (CAN BE OBTAINED IN 20 HOURS)      IF THIS IS YOU REPLY TO THIS AD. INCLUDE PHONE NUMBER FOR INTERVIEW   CANNOT WAIT TO TALK TO YOU    ,0
[[[{+Need Cash For Your business get instant approvals$500k+}]]],merced,http://merced.craigslist.org/lbg/5795005593.html,2016-09-23T03:09:52-0700,35.957,-119.0312,labor,well pay,"Get 500k In 48hrs For Your Small Business Bad Cr Ok	   Need Cash For Your business get instant approvals$500k   Get instant approval of loans upto 500k we accept bad credit.Only 570 score needed.    To Apply go to : www.gift-card.xyz                        Need Cash For Your business get instant approvals$500k      }}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}Need Cash For Your business get instant approvals$500k{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{    ",0
10 people looking for someone to drive around,monterey,http://monterey.craigslist.org/dmg/5849626761.html,2016-10-27T17:11:35-0700,36.0235,-121.2138,domestic,Willing to barter on price,10 soldiers needing a chououfer for monday the 1st needing a 10 passenger van will pay good    ,0
looking for professional child care povider,visalia,http://visalia.craigslist.org/dmg/5805277872.html,2016-09-29T12:56:37-0700,36.044658,-118.940735,domestic,15/hour,We're looking for someone professional (teacher licensed child care provider retired early childhood educator etc) to care for our 7 year son for a few days in October starting Thursday Oct 13-18.      Our son is very sweet shy and very well behaved.  He loves outings to the library and museums music and science.        Please tell us about your experience working with children your pay-rate and your availability that week      Thank you    ,0
Models Dancers,fresno,http://fresno.craigslist.org/tlg/5851995430.html,2016-10-29T09:50:18-0700,36.0564,-115.078,talent,$1500-$5000,1 1    1 2   compensation: $1500-$4000   2   compensation: $1500-$4000   Has the business of entertaining been a little slow in your neck of the woods? It's exactly 30 days from Thanksgiving which means there's only 31 days from Black Friday. LAS VEGAS $ponsor looking to charge up your cash flow. Like a sugar daddy I will make your stay financially worth while (1-$2k) BUT like an agent I'll assist you in finding additional funding through modelingdancing and entertaining. If you have the looks and you get started no later than the first week of November tour guaranteed 1500-3K by Thanksgiving. If interested please forwRd pictures for additional info.    ,0
Porterville Costume Character NEEDED,visalia,http://visalia.craigslist.org/evg/5811071361.html,2016-10-03T10:47:45-0700,36.0686,-119.0315,event,$34/hr,Looking for a brand ambassador to dress up in costume during some holiday events. This will be a fun interactive event. So we need energetic experienced local brand ambassadors.    ,0
House Cleaning Personal Assistant Valet,visalia,http://visalia.craigslist.org/dmg/5751853286.html,2016-08-26T12:02:47-0700,36.0686,-119.0315,domestic,12.50 per hour,Duties include house cleaning organizing filing paperwork  working with artist - listing art online etc.   Prefer Chef experience or someone that can cook excellent meals.  Send resume photofacebooksocial media twitter etc.  background check is required.    ,0
Music jam,visalia,http://visalia.craigslist.org/tlg/5844932772.html,2016-10-24T19:25:41-0700,36.071166,-119.015134,talent,Unknown,Harvest fest house party looking for volunteers that want to jam acoustic sets. saturday oct 29 8pm-12. Hit me up w a demo if you are interested. Its just a good time but want to develop a music scene for california fests. Hope to hear from you if you are down for a little exposure.    ,0
CONCESSION HELP NEEDED,visalia,http://visalia.craigslist.org/evg/5812872914.html,2016-10-04T11:56:14-0700,36.195613,-118.682606,event,$10.00 @ hour cash,I need someone that can work a weekend at Springville Apple Festival Oct 15-16 at our Shave Ice concession booth. Clean cut person that can multi task and has a happy personality! it's a fun 2 days :)    ,0
Seeking Erotic Maid,visalia,http://visalia.craigslist.org/dmg/5808098337.html,2016-10-01T10:05:39-0700,36.2022,-119.338,domestic,Pay will be discussed prior to being hired,Greetings. I am looking to hire an exotic maid. I need my place cleaned every Saturday. I will provide the cleaning supplies unless you want to bring your own. Must wear an erotic maid outfit while cleaning. If you do not have one I will take you shopping for one or buy you one online. I live in a 2 bedroom 1 bath apartment. That should give you an idea of your work load. When responding put the word MAID in the subject line. Include age a picture of yourself and the town you are from. Feel free any questions you may have Thank you for your interest. Talk to you soon.    ,0
$20-$25/hr Brand Ambassadors Needed ASAP$!$!,visalia,http://visalia.craigslist.org/tlg/5831986269.html,2016-10-16T17:19:00-0700,36.2022,-119.338,talent,$20-$25/hr,Good Morning!      We are looking for a great Brand Ambassador to fill shifts in the Tulare CA area. BA will be sampling alcoholic beverages. If all goes well there could be a possibility of future opportunities within the company. We are a ever expanding company that is always looking for talented and motivated individuals. The pay for an event is generally $20-$25/hr.      Shift Requirements:   -Table and Table Cloth   -Meeting & Greeting customers and introducing them to the product   -Conveying talking points to customers and handing out complimentary samples   -Taking digital documentation of the event   -Setting up and breaking down the event    -Filling out event report forms for each event day      If you would like a shot to get on board with a great promotional agency please respond with your name phone number and a few recent pictures.      Thank You.    ,0
Jardinero/landcaper,visalia,http://visalia.craigslist.org/lbg/5843377639.html,2016-10-23T23:17:38-0700,36.2022,-119.338,labor,depende la esperiencia,Se busca un jardinero/ landscaper con esperiencia.    ,0
Actors wanted,visalia,http://visalia.craigslist.org/tlg/5838689380.html,2016-10-20T19:04:48-0700,36.2022,-119.338,talent,Unknown,Looking for 3 actors for a short flim that will be shot in tulare/visalia area these are speaking roles. we will only need you for 1-2hrs since this is a short flim you won't have to dedicate months to this project but you will have memorize your lines were looking for the following roles       Doctor-age 40 and up       lawyer- Age 30 and up       main girl-Age 21-30       please send headshots Name Phone number  to CLemail address to be considered.. Fliming starts late next week    ,0
Needing Bachelor party dancer,visalia,http://visalia.craigslist.org/tlg/5810232650.html,2016-10-02T19:48:22-0700,36.2022,-119.338,talent,$$$,Bachelor party in Tulare Saturday    October 22. We have girls coming from Fresno as a sure thing how ever we are also looking for some local talent. We prefor white or Mexican and thick. My place will be loaded with beer and liquor that you will be welcome to have as much as u like. You can also bring a friend if u feel more comfortable she's welcome to the drinks and the opertunity to make tips as well. To discus the pay or any other question Text me at    show contact info   ,0
Girls wanted for bachelor party!,visalia,http://visalia.craigslist.org/tlg/5812967946.html,2016-10-04T12:46:40-0700,36.2022,-119.338,talent,Tips$$,Girls wanted for bachelor party basically we don't want a sausage party. There will be free drinks for all ladies who show up. We're only looking for a hand full of girls about 5-8. Also  Feel free to earn tips just like the strippers will be!. For date and time text me at   show contact info   ,0
Exotic Housecleaning,visalia,http://visalia.craigslist.org/dmg/5824516319.html,2016-10-11T20:21:16-0700,36.2022,-119.338,domestic,$20.00 hour,So I need a housecleaner and would like to add a little spice to it. Are there any ladies who would be interested in wearing a French maid out fit or some other risque' outfit while cleaning my house. This is a legitimate posting. I really do need house cleaner and thought this would be fun. Well if interested reply and we can discuss details    ,0
Exotic Housecleaning,visalia,http://visalia.craigslist.org/dmg/5780805249.html,2016-09-13T21:04:31-0700,36.2022,-119.338,domestic,T.B.D.,So I need a housecleaner and would like to add a little spice to it. Are there any ladies who would be interested in wearing a French maid out fit or some other risque' outfit while cleaning my house. This is a legitimate posting. I really do need house cleaner and thought this would be fun. Well if interested reply and we can discuss details    ,0
Election Night Assistance!,monterey,http://monterey.craigslist.org/evg/5848008261.html,2016-10-26T16:39:59-0700,36.2028,-121.1273,event,$12/hr,We are currently looking for fun and customer service oriented candidates to help with Election Night on Tuesday November 8!      QUALIFICATIONS   -Customer service   -Friendly   -High attention to detail   -Adaptable   -Can stand for long hours at a time   -Comfortable working in a fast-paced environment      Sounds like something you like and looking to make some extra money before the holidays?  Reply with interest! We look forward to hearing from you!    ,0
