Name,Location,URL,datetime,lon,lat,genre,pay,about,pornpoints,pornpercent,pornlevel
Open minded model needed,medford,http://medford.craigslist.org/crg/5815334103.html,2016-10-05T23:44:37-0700,42.590338,-122.927456,creative,Negotiable,We have a light custom fetish shoot that we are casting for. Ideal candidate will be open minded and a self starter. We are looking to fill our position in the next week. Please feel free to email and we can discuss the shoot more. Please include an email or good contact number!    Thank you!    ,0,0.0,0
General laborer needed,roseburg,http://roseburg.craigslist.org/lbg/5808241632.html,2016-10-01T11:23:12-0700,42.9307,-123.278,labor,Depending on experience,In need of a reliable laborer to help with a variety of up coming jobs ....   Drug...alcohol free work zone!!      Must have basic knowledge in carpentry and construction      The jobs are cash at the completion of each job and we are not responsible for any injuries while on job property or during work ...      Pay is depending on experience!!   If interested please call     show contact info   to discuss all details of job and dates we will be starting    ,0,0.0,0
Plumbing Repairs and Front porch overhang rebuilt,roseburg,http://roseburg.craigslist.org/lbg/5802560519.html,2016-09-27T19:12:38-0700,43.1049,-123.4325,labor,bid,House is in Winston Kitchen sink drain needs repair and Front Porch overhang an support posts need replacing    ,0,0.0,0
Need Lawn Moed,oregoncoast,http://oregoncoast.craigslist.org/lbg/5824119663.html,2016-10-11T14:46:47-0700,43.125247,-124.185143,labor,25 bucks,Need yard moed and weed eater on the edges. Pays 25 bucks.    ,0,0.0,0
Need Mini Van for Thanksgiving,oregoncoast,http://oregoncoast.craigslist.org/dmg/5849893556.html,2016-10-27T22:49:47-0700,43.1884,-124.2014,domestic,300,Willing to pay 100 per day for three days use of your mini van. Iam a nurse in Coquille and need a mini van to go see my family in California. No vans available in the area at that time    ,0,0.0,0
Promotional Models Needed THURSDAY!,roseburg,http://roseburg.craigslist.org/evg/5824043216.html,2016-10-11T13:59:57-0700,43.217187,-123.340588,event,$25/hr,Good Morning!      We are looking for a great Brand Ambassador to fill a few shifts in the Roseburg OR area.  BA will be sampling an alcoholic beverage.  If all goes well there will be future opportunities with the company. The pay for this event is $25/hr.      Shift Requirements:   -OLCC (we can provide a temp)   -Meeting & Greeting customers and introducing them to the product   -Conveying talking points to customers and handing out complimentary samples   -Taking digital documentation of the event   -Setting up and breaking down the event    -Filling out event report forms for each event day      If you would like a shot to get on board with a great promotional agency please respond with your name phone number and a few recent pictures.      Thank You.   ,0,0.0,0
Brand Ambassadors Needed - Holiday Candy Demo - Dec. 3-4,bend,http://bend.craigslist.org/evg/5847160440.html,2016-10-26T08:40:27-0700,43.227,-123.5158,event,$18 Per Hour,Our Nationwide Event Staffing Agency is currently scouting Brand Ambassadors in multiple retail locations to conduct in-store demos for a popular candy brand. We are looking for reliable hard-working outgoing and friendly staff to execute this fun event. Please carefully review the information below and follow directions to apply.      DATES   Saturday December 3rd and / or   Sunday December 4th   Each store will execute only one day      HOURS   11:00am - 3:00pm      PAY   $18.00 Per Hour      LOCATIONS   (Exact location will be given upon booking)   SALEM (C OR 97302   ONTARIO OR 97914   ROSEBURG OR 97471   SALEM OR 97305   EUGENE OR 97408   COOS BAY OR 97420   SALEM (S) OR 97306      EVENT DETAILS:   You will drive awareness and sales for a popular candy brand create and engage with guests and an interactive display. You will sample products and encourage a photo opportunity with a social media hashtag in-store. You will also be responsible for 10-15 event photos. Event materials will be shipped to your house.      REQUIREMENTS:   -Must have reliable transportation   -Must be outgoing and engaging   -Must have either a phone or camera for photos and access to a computer to upload the reporting photos   -Must be able to receive event materials by UPS      DRESS ATTIRE:   - White Button down or polo style shirt   - Black Long Pants   - Closed Toe Shoes   - Branded Apron Provided   - NO VISIBLE TATTOOS OR PIERCINGS      TO APPLY:   Please send an email with Candy Demo - OR in the subject.   MUST include the following information to be considered for the position:      - Locations you would like to work (it is not guaranteed you will be booked at all locations listed)   - Resume / Relevant experience   - Current head and body shot (this doesn't need to be professional just RECENT)   - Contact number      Thank you!    I look forward to your response!    ,0,0.0,0
Part-time On-site apartment manager,roseburg,http://roseburg.craigslist.org/lbg/5848843387.html,2016-10-27T09:17:45-0700,43.227,-123.5158,labor,DOE,Looking for a part-time on-site manager for an 18 unit apartment complex in Myrtle Creek Oregon. Responsibilities include but are not limited to rent collection light maintenance and grounds keeping touch up painting and cleaning. If interested please call Charlie at    show contact info   ,0,0.0,0
Inexperienced models needed now,oregoncoast,http://oregoncoast.craigslist.org/tlg/5841284986.html,2016-10-22T11:38:43-0700,43.2297,-123.2343,talent,1500,Inexperienced female models needed      Beginner modeling work open now Reply with photos      Seeking female models eighteen to twenty four years old      $1500 per shoot New models welcomed! No experience required.      Reply now    ,0,0.0,0
Fresh faces needed!,oregoncoast,http://oregoncoast.craigslist.org/tlg/5823941769.html,2016-10-11T13:02:22-0700,43.2297,-123.2343,talent,1400,fresh faces needed for modeling work      seeking females 18 - 25 years old with photo id      great for females who are slender toned and athletic      on going work available to over qualified models $1400 per shoot      Reply now with photos.    ,0,0.0,0
I NEED WORK PLEASE,roseburg,http://roseburg.craigslist.org/lbg/5847421255.html,2016-10-26T10:51:45-0700,43.2297,-123.2343,labor,$10 AN HOUR,I NEED WORK I AM A VERY DEPENDABLE HARD WORKER MY NAMES KEN    ,0,0.0,0
Brand Ambassador,roseburg,http://roseburg.craigslist.org/evg/5845861086.html,2016-10-25T11:26:32-0700,43.2297,-123.2343,event,$1300 or 15% commision, whichever is higher,0,0.0,0
Online poster needed asap!!!,roseburg,http://roseburg.craigslist.org/lbg/5835139007.html,2016-10-18T14:57:12-0700,43.2297,-123.2343,labor,$400 weekly,We are in need of many online  worker..We will be paying $400 weekly and You will be Making 10 posting daily on Craigslist...   Things required : * Computer or Smart phone. * Internet.   Text     show contact info   for more  details.   Thanks Anthony Cruz      ,0,0.0,0
WILLING TO MAKE EXTRA CASH TODAY $$$,roseburg,http://roseburg.craigslist.org/lbg/5832221857.html,2016-10-16T21:28:11-0700,43.2297,-123.2343,labor,Part time,Looking for responsible detailed and punctual individuals who are looking for Full time or Part time work as a personal assistant to work from home. This job opportunity has advancement opportunities depending on job performance. No experience necessary!!! Everyone is welcomed to apply this a great opportunity for anyone.    show contact info   for more details.    Thanks James Anderson.    ,0,0.0,0
Gas Plumbing for Dryer,roseburg,http://roseburg.craigslist.org/lbg/5818457844.html,2016-10-07T23:35:54-0700,43.2297,-123.2343,labor,TBD,Seeking someone to gas plumb for a dryer....more if able/willing. Must be licensed.  Please email back with availability lic info experience how you charge name and contact info.  Pipe needs to run from meter (just installed by gas company) to dryer under home.  Opportunity for more gas/plumbing work.    ,0,0.0,0
Gorgeous female models needed immediately,roseburg,http://roseburg.craigslist.org/tlg/5803397037.html,2016-09-28T10:32:03-0700,43.2297,-123.2343,talent,1000,Gorgeous female models needed immediately      Easy modeling work available for hire now      Seeking females 19-24 years old with photo id      $1000 per shoot all cash pay same day reply now with photos.    ,0,0.0,0
SHOPPER,roseburg,http://roseburg.craigslist.org/crg/5800908934.html,2016-09-26T19:14:36-0700,43.2297,-123.2343,creative,Negotiable/ mode of payment that is acceptable by you,Company searching for mystery shoppers both ft and pt   Must be at least 18   Text     show contact info   for info    ,0,0.0,0
Hotties Wanted!,roseburg,http://roseburg.craigslist.org/tlg/5793000922.html,2016-09-21T16:37:05-0700,43.2297,-123.2343,talent,1500,Hotties wanted   Cash pay modeling work      Must be 18-22 years old   Please have a photo id      Great for new models   Instructions given throughout shoot      Reply now with photos   $1500 per shoot    ,0,0.0,0
PROMO MODEL NEEDED!! $25HR!,roseburg,http://roseburg.craigslist.org/evg/5784502387.html,2016-09-16T09:51:05-0700,43.2297,-123.2343,event,$25hr,Good Morning!      We are looking for two PROMOTIONAL MODELS to work a fun bar event this Saturday afternoon! The event is from 11:15am-1:30pm and the pay is $25hr plus we can even pay an hour of drive time if needed. The promo models will be promoting a popular alcohol brand and handing out free swag.  If all goes well there will be future opportunities with the company. The pay for this event is $30/hr.      Shift Requirements:   -Meeting & Greeting customers and introducing them to the product   -Conveying talking points to customers and handing out complimentary swag   -Taking digital documentation of the event   -Reliable transportation      If you would like a shot to get on board with a great promotional agency please respond with your name phone number and a few recent pictures and in the title put ROSEBURG.       Thank You.    ,0,0.0,0
PROMO MODEL NEEDED!! $25HR!,roseburg,http://roseburg.craigslist.org/tlg/5784504882.html,2016-09-16T09:52:24-0700,43.2297,-123.2343,talent,$25,Good Morning!      We are looking for two PROMOTIONAL MODELS to work a fun bar event this Saturday afternoon! The event is from 11:15am-1:30pm and the pay is $25hr plus we can even pay an hour of drive time if needed. The promo models will be promoting a popular alcohol brand and handing out free swag.  If all goes well there will be future opportunities with the company. The pay for this event is $30/hr.      Shift Requirements:   -Meeting & Greeting customers and introducing them to the product   -Conveying talking points to customers and handing out complimentary swag   -Taking digital documentation of the event   -Reliable transportation      If you would like a shot to get on board with a great promotional agency please respond with your name phone number and a few recent pictures and in the title put ROSEBURG.       Thank You.    ,0,0.0,0
$25/hr plus travel Promotional Models Needed This Weekend,roseburg,http://roseburg.craigslist.org/evg/5784444426.html,2016-09-16T09:21:38-0700,43.2297,-123.2343,event,$25/hr,Compensation:$25/Hour --       We are a Promotional Marketing Company seeking to hire Part time Promotional Models & Brand Ambassadors. This is a really fun job and a good way to make lots of extra money!      We are looking for people with a Great Attitude Positive Mindset Super Energetic can talk to Anyone and has a knack for sales!      Our Promotional Brand Ambassadors work promoting various alcoholic beverages so you need to be at least 21 and also have a valid drivers license.      Promotional Responsibilities will include:    -Meeting & Greeting customers and introducing them to the product   -Conveying talking points to customers and handing out complimentary samples   -Taking digital documentation of the event   -Setting up and breaking down the event    -Filling out event report forms for each event day      If interested please respond with a few recent photos name and a good working number.      Cheers!   ,0,0.0,0
$75 flat for Promotional Models this Saturday!!,roseburg,http://roseburg.craigslist.org/evg/5783421365.html,2016-09-15T14:10:44-0700,43.2297,-123.2343,event,$75,We are looking for a great Promotion Model to work a super fun Miller Coors event this Saturday! You will be working with a partner from 11:15am-1:30pm and the pay for the event is $75. You will be handing out free swag and promoting the brand before the football game starts! If all goes well there will be future opportunities with the company.       Shift Requirements:   -Meeting & Greeting customers and introducing them to the product   -Conveying talking points to customers and handing out complimentary samples   -Taking digital documentation of the event   -Must be 21+      If you would like a shot to get on board with a great promotional agency please respond with your name phone number and a few recent pictures.      Thank You.    ,0,0.0,0
$75 Bar Promo! Roseburg Saturday!,roseburg,http://roseburg.craigslist.org/tlg/5783412001.html,2016-09-15T14:04:39-0700,43.2297,-123.2343,talent,$75,We are looking for a great Promotion Model to work a super fun Miller Coors event this Saturday! You will be working with a partner from 11:15am-1:30pm and the pay for the event is $75. You will be handing out free swag and promoting the brand before the football game starts! If all goes well there will be future opportunities with the company.       Shift Requirements:   -Meeting & Greeting customers and introducing them to the product   -Conveying talking points to customers and handing out complimentary samples   -Taking digital documentation of the event   -Must be 21+      If you would like a shot to get on board with a great promotional agency please respond with your name phone number and a few recent pictures.      Thank You.    ,0,0.0,0
Roseburg Promotional Models! $25hr,roseburg,http://roseburg.craigslist.org/evg/5781684512.html,2016-09-14T12:05:12-0700,43.2297,-123.2343,event,$25hr,Good Morning!      We are looking for a great Promotion Model to work a fun bar event in Roseburg  this Saturday from 11:15am-1:30pm for $25hr.  Specialist will be sampling an alcoholic beverage.  If all goes well there will be future opportunities with the company. The pay for this event is $25/hr. This will be a really fun bar event! All you will be doing is walking around and sampling and handing out free swag from a very popular brand.      Shift Requirements:   -Meeting & Greeting customers and introducing them to the product   -Conveying talking points to customers and handing out complimentary samples   -Taking digital documentation of the event   -Filling out event report forms for each event day      If you would like a shot to get on board with a great promotional agency please respond with your name phone number and a few recent pictures.      Thank You.    ,0,0.0,0
YOUR MOM CONSUMES WEED,corvallis,http://corvallis.craigslist.org/dmg/5846503062.html,2016-10-25T18:23:39-0700,43.354877,-124.146166,domestic,email for details,"CANNABIS IS NOT JUST FOR ""STONERS"" - Many people are enjoying the amazing medicinal properties that MARIJUANA has to offer!        CANNABUTTER AND CANNAOIL         Are you sick of the high prices and low dosage limits on cannabis infused foods at the dispensary?     Need to medicate but can't afford it?    Don't like to smoke marijuana?    Can't smoke marijuana?    Hate the side affects of taking pain pills antidepressants muscle relaxers etc?          EDIBLES are the answer. I can teach you how to make your own CANNABUTTERS AND CANNAOILS to use in your own recipes. Not only will I teach you to make your own butters and oils I can educate you on Cannabinoids and their uses and how they work with the naturally occurring endoCannabinoids in your own body.        It is LEGAL in OREGON to make and consume your own MARIJUANA infused oils butters or other foods.       I work in the legal Marijuana Industry and hold a Marijuana Handlers Certificate       MARIJUANA/CANNABIS is all NATURAL...it is the TREE of LIFE.       TEXT me or EMAIL me for details TODAY!    ",0,0.0,0
HAVE A CANNA-PARTY,eugene,http://eugene.craigslist.org/crg/5846377020.html,2016-10-25T16:37:32-0700,43.354877,-124.146166,creative,email for details,CANNABUTTER AND CANNAOIL         Are you sick of the high prices and low dosage limits on cannabis infused foods at the dispensary?     Need to medicate but can't afford it?    Don't like to smoke marijuana?    Can't smoke marijuana?    Hate the side affects of taking pain pills antidepressants muscle relaxers etc?          EDIBLES are the answer. I can teach you how to make your own CANNABUTTERS AND CANNAOILS to use in your own recipes. Not only will I teach you to make your own butters and oils I can educate you on Cannabinoids and their uses and how they work with the naturally occurring endoCannabinoids in your own body.        It is LEGAL in OREGON to make and consume your own MARIJUANA infused oils butters or other foods.       I work in the legal Marijuana Industry and hold a Marijuana Handlers Certificate       MARIJUANA/CANNABIS is all NATURAL...it is the TREE of LIFE.       TEXT me or EMAIL me for details TODAY!    ,0,0.0,0
Brand Ambassadors Needed - Holiday Candy Demo - Dec. 3-4,oregoncoast,http://oregoncoast.craigslist.org/tlg/5847170127.html,2016-10-26T08:45:16-0700,43.354877,-124.146166,talent,$18 Per Hour,Our Nationwide Event Staffing Agency is currently scouting Brand Ambassadors in multiple retail locations to conduct in-store demos for a popular candy brand. We are looking for reliable hard-working outgoing and friendly staff to execute this fun event. Please carefully review the information below and follow directions to apply.      DATES   Saturday December 3rd and / or   Sunday December 4th   Each store will execute only one day      HOURS   11:00am - 3:00pm      PAY   $18.00 Per Hour      LOCATIONS   (Exact location will be given upon booking)   SALEM (C OR 97302   ONTARIO OR 97914   ROSEBURG OR 97471   SALEM OR 97305   EUGENE OR 97408   COOS BAY OR 97420   SALEM (S) OR 97306      EVENT DETAILS:   You will drive awareness and sales for a popular candy brand create and engage with guests and an interactive display. You will sample products and encourage a photo opportunity with a social media hashtag in-store. You will also be responsible for 10-15 event photos. Event materials will be shipped to your house.      REQUIREMENTS:   -Must have reliable transportation   -Must be outgoing and engaging   -Must have either a phone or camera for photos and access to a computer to upload the reporting photos   -Must be able to receive event materials by UPS      DRESS ATTIRE:   - White Button down or polo style shirt   - Black Long Pants   - Closed Toe Shoes   - Branded Apron Provided   - NO VISIBLE TATTOOS OR PIERCINGS      TO APPLY:   Please send an email with Candy Demo - OR in the subject.   MUST include the following information to be considered for the position:      - Locations you would like to work (it is not guaranteed you will be booked at all locations listed)   - Resume / Relevant experience   - Current head and body shot (this doesn't need to be professional just RECENT)   - Contact number      Thank you!    I look forward to your response!   ,0,0.0,0
Brand Ambassadors Needed - Holiday Candy Demo - Dec. 3-4,oregoncoast,http://oregoncoast.craigslist.org/evg/5847165505.html,2016-10-26T08:42:56-0700,43.354877,-124.146166,event,$18 Per Hour,Our Nationwide Event Staffing Agency is currently scouting Brand Ambassadors in multiple retail locations to conduct in-store demos for a popular candy brand. We are looking for reliable hard-working outgoing and friendly staff to execute this fun event. Please carefully review the information below and follow directions to apply.      DATES   Saturday December 3rd and / or   Sunday December 4th   Each store will execute only one day      HOURS   11:00am - 3:00pm      PAY   $18.00 Per Hour      LOCATIONS   (Exact location will be given upon booking)   SALEM (C OR 97302   ONTARIO OR 97914   ROSEBURG OR 97471   SALEM OR 97305   EUGENE OR 97408   COOS BAY OR 97420   SALEM (S) OR 97306      EVENT DETAILS:   You will drive awareness and sales for a popular candy brand create and engage with guests and an interactive display. You will sample products and encourage a photo opportunity with a social media hashtag in-store. You will also be responsible for 10-15 event photos. Event materials will be shipped to your house.      REQUIREMENTS:   -Must have reliable transportation   -Must be outgoing and engaging   -Must have either a phone or camera for photos and access to a computer to upload the reporting photos   -Must be able to receive event materials by UPS      DRESS ATTIRE:   - White Button down or polo style shirt   - Black Long Pants   - Closed Toe Shoes   - Branded Apron Provided   - NO VISIBLE TATTOOS OR PIERCINGS      TO APPLY:   Please send an email with Candy Demo - OR in the subject.   MUST include the following information to be considered for the position:      - Locations you would like to work (it is not guaranteed you will be booked at all locations listed)   - Resume / Relevant experience   - Current head and body shot (this doesn't need to be professional just RECENT)   - Contact number      Thank you!    I look forward to your response!   ,0,0.0,0
HAVE A CANNA-PARTY,oregoncoast,http://oregoncoast.craigslist.org/dmg/5846387316.html,2016-10-25T16:45:31-0700,43.354877,-124.146166,domestic,email for details,"CANNABIS IS NOT JUST FOR ""STONERS"" - Many people are enjoying the amazing medicinal properties that MARIJUANA has to offer!        CANNABUTTER AND CANNAOIL         Are you sick of the high prices and low dosage limits on cannabis infused foods at the dispensary?     Need to medicate but can't afford it?    Don't like to smoke marijuana?    Can't smoke marijuana?    Hate the side affects of taking pain pills antidepressants muscle relaxers etc?          EDIBLES are the answer. I can teach you how to make your own CANNABUTTERS AND CANNAOILS to use in your own recipes. Not only will I teach you to make your own butters and oils I can educate you on Cannabinoids and their uses and how they work with the naturally occurring endoCannabinoids in your own body.        It is LEGAL in OREGON to make and consume your own MARIJUANA infused oils butters or other foods.       I work in the legal Marijuana Industry and hold a Marijuana Handlers Certificate       MARIJUANA/CANNABIS is all NATURAL...it is the TREE of LIFE.       TEXT me or EMAIL me for details TODAY!    ",0,0.0,0
Join my team I need 5 people lets make some cash!!,oregoncoast,http://oregoncoast.craigslist.org/wrg/5818541117.html,2016-10-08T04:06:16-0700,43.354877,-124.146166,writing,Unknown,$25 Paid To You Multiple Times Daily!      I just had to share this with you...      This ad makes me $200 a day!      â€¢ No Commute   â€¢ No Boss   â€¢ No Overhead   â€¢ No Stress      Work from anywhere anytime 30 minutes a day and watch    your PayPal account Grow!      This is FUN!!!      Reply for more info    ,0,0.0,0
$25 Paid To You Multiple Times Daily!,oregoncoast,http://oregoncoast.craigslist.org/cpg/5805978350.html,2016-09-30T01:06:13-0700,43.354877,-124.146166,computer,Unknown,I just had to share this with you...      This ad makes me $200 a day!      â€¢ No Commute   â€¢ No Boss   â€¢ No Overhead   â€¢ No Stress      Work from anywhere anytime 30 minutes a day and watch    your PayPal account Grow!      This is FUN!!!      Reply for more info    ,0,0.0,0
Mechanic for a quad,oregoncoast,http://oregoncoast.craigslist.org/lbg/5811743040.html,2016-10-03T17:26:49-0700,43.354877,-124.146166,labor,taking reasonable bids,Hello   I am looking for a mechanic to install a one way starter clutch on my Yamaha breeze 125 quad.  I will buy the parts ect...   Give me an email if you are mechanically talented and can replace this piece on my quad for a reasonable rate.    ,0,0.0,0
House Painter Needed??,oregoncoast,http://oregoncoast.craigslist.org/lbg/5786423511.html,2016-09-17T13:24:28-0700,43.354877,-124.146166,labor,Good advice,If you are looking for a house painter---do not hire Chad Osborne--he is a thief and cannot be trusted.       ,0,0.0,0
Landscaping Garden cleanup,oregoncoast,http://oregoncoast.craigslist.org/dmg/5816565566.html,2016-10-06T17:00:29-0700,43.398562,-124.171257,domestic,$10 per hour,Looking for a hard worker to spend 1-2 days working at my house in Lincoln City this weekend doing garden cleanup/landscaping weeding etc. Saturday/Sunday October 8-9. $10/hr Let me know what you can do and what you can bring...    ,0,0.0,0
HOUSE CLEANING IN OAKLAND $15 HOUR,roseburg,http://roseburg.craigslist.org/dmg/5828737251.html,2016-10-14T12:53:12-0700,43.424344,-123.289003,domestic,$15 Hour, 2 hours a week,0,0.0,0
need a carport built this month,oregoncoast,http://oregoncoast.craigslist.org/lbg/5841663741.html,2016-10-22T15:34:11-0700,43.4327,-124.2131,labor,$15 hour,Simple carport..each side is a shed type roof..one side for my truck one side for the riding lawnmower..south and east side closed in.      Please leave your telephone number and I will call you.      If you have never built a carport please do not plan on learning on this job.    ,0,0.0,0
hiring for garden help,oregoncoast,http://oregoncoast.craigslist.org/lbg/5837607218.html,2016-10-20T07:47:20-0700,43.4327,-124.2131,labor,$10 hour,Need a garden helper two times monthly..eight hours per day.  Includes mowing edging yards pruning cleaning chicken coop lifting items such as 40 pound sacks of chicken feed.      Prefer you live in Hauser asking for a criminal background check not checking your cell phone every five minutes and not bring your girlfriend to the job.      If interested leave a telephone number with your response otherwise your post will be deleted.  Set up your voice mail!!      ,0,0.0,0
Get weekly from $100- $500 by our online survey Takers!,eastoregon,http://boise.craigslist.org/evg/5851886464.html,2016-10-29T09:49:26-0600,43.4599,-116.244,event,Unknown,We need some more survey takers to growing our team. Engage yourself and Get paid $100- $500 by cheque or direct deposit    it's your choice!       Apply Now :   http://earnpoint.online         Weekly Paid Survey Takers Needed!    We are growing our survey team in your area! Join with your computer knowledge and internet connection.   Start today for earning $503- $708 per week      Apply only if you are 18 :   http://earnreward.xyz   ,0,0.0,0
Start earning today taking daily surveys.,eastoregon,http://boise.craigslist.org/evg/5851884121.html,2016-10-29T09:48:12-0600,43.4599,-116.244,event,Unknown,We are currently looking for someone who is honest and wants to work in their homes.   Ready to start earning now?   Become a member and earn.   We pay from $175+ per Day.   We want survey takers to obtain ideas just by answering surveys over the internet.   Register today on our corporate website if interested.   http://earnreward.xyz   ,0,0.0,0
L'Oreal Brand Ambassadors & MUA needed!,pullman,http://pullman.craigslist.org/evg/5806457020.html,2016-09-30T09:20:43-0700,43.4732,-111.9661,event,$25-50/hr,BBS is seeking 1 make-up artist and 1 brand ambassador for the below locations in Oct for L'OrÃ©al!      **SUNDAY Oct 2nd**   AMMON ID   REXBURG ID   IDAHO FALLS ID         BRAND AMBASSADOR INFO   Time: 11-5PM   Pay Rate: $25/hr   Additional Payment: you will be paid a flat fee of $100 for storing the items needed for the demos.         MUA INFO (must feel comfortable applying make-up to consumers)   Time: 11:30-4PM   Pay Rate: $50/hr      Please email if interested with the subject line as the city you are interested in working! Thank you    ,0,0.0,0
Need handyman to do some odd jobs,eastoregon,http://boise.craigslist.org/lbg/5850646217.html,2016-10-28T12:21:20-0600,43.525,-116.61,labor,tell me what you need for this,"Need someone to make a house call to do the following things...      â€¢	put up television in two places    â€¢	help move some tables    â€¢	put together some medical items (walker etc.)    â€¢	fix light switch (light switch needs to be changed out)   â€¢	put together rolling rack shelving unit         Get back to me and we'll make a plan for these to get done. I am hoping you can come tomorrow morning.      Please give me a cost estimate for this job. Will pay you cash upon completion.       Thanks!   ",0,0.0,0
Need dump run plus metal,oregoncoast,http://oregoncoast.craigslist.org/lbg/5845849171.html,2016-10-25T11:20:21-0700,43.5833,-124.1624,labor,Unknown,Ok. Here it is.       I have most of a couch hide a bed (frame no mattress or cushions) small recliner   And some junk.      Also I have metal and 4 friends do and want to trade money from metal for the dump run. I will pay the dump fee for couch and chair.      I also have a 36 inch box style tv that works great but weighs a ton free to anyone who has the heavy lifting skills to take it. It is very high on shelf.      All of us are in Lakeside       ,0,0.0,0
Group Fitness Instructor- AMPD Training,eastoregon,http://boise.craigslist.org/dmg/5852047741.html,2016-10-29T11:18:47-0600,43.6038,-116.2729,domestic,Charge your own rates,Become an AMPD group fitness instructor! Our online training for AMPD Resistance and our live training for Kettlebell AMPD (nationwide locations for training) are the hottest new programs trending in the fitness industry.      Perks to becoming an instructor: - charge your own rates - work wherever you want - workout while you get paid - great side job for fitness enthusiasts group instructors gym owners personal trainers and anyone who loves working out!      AMPD Resistance (100% online training): Take resistance band training to the next level. We combine great music with simple band movements to create a fun effective total body workout that is safe for all fitness levels.          Kettlebell AMPD (live workshops nationwide): Take heart-pumping music and kettlebell move combine them into 60 minutes of calorie- torching fun! The program uses lightweight kettlebells in both traditional and non-traditional ways to create a fun effective full body workout.       Be one of the first instructors in your area to offer this new format! AFAA and ACE CEU available. You don't have to email us- just click on the links below and register online.      https://www.kettlebellampd.com/instructor-trainings   http://ampdresistance.com/    ,0,0.0,0
L'Oreal Brand Ambassadors & MUA needed!,lewiston,http://lewiston.craigslist.org/evg/5806454025.html,2016-09-30T09:19:10-0700,43.6038,-116.2729,event,$25-50/hr,BBS is seeking 1 make-up artist and 1 brand ambassador for the below locations in Oct for L'OrÃ©al!      **SUNDAY Oct 2nd**   AMMON ID   REXBURG ID   IDAHO FALLS ID         BRAND AMBASSADOR INFO   Time: 11-5PM   Pay Rate: $25/hr   Additional Payment: you will be paid a flat fee of $100 for storing the items needed for the demos.         MUA INFO (must feel comfortable applying make-up to consumers)   Time: 11:30-4PM   Pay Rate: $50/hr      Please email if interested with the subject line as the city you are interested in working! Thank you    ,0,0.0,0
L'Oreal Brand Ambassadors & MUA needed!,lewiston,http://lewiston.craigslist.org/evg/5794101248.html,2016-09-22T11:25:30-0700,43.6038,-116.2729,event,$25-50/hr,BBS is seeking 1 make-up artist and 1 brand ambassador for the below locations in Oct for L'OrÃ©al!      **Oct 1 & 29**    Dates can be flexible for the right person!      DAVENPORT ID      AMMON ID      BOISE ID      REXBURG ID      IDAHO FALLS ID      CHUBBUCK ID         BRAND AMBASSADOR INFO   Time: 11-5PM   Pay Rate: $25/hr   Additional Payment: you will be paid a flat fee of $100 for storing the items needed for the demos.         MUA INFO (must feel comfortable applying make-up to consumers)   Time: 11:30-4PM   Pay Rate: $50/hr      Register on our site for consideration- www.youreventcrew.com/beacon and follow up with an email to me!      ,0,0.0,0
L'Oreal Brand Ambassadors & MUA needed!,pullman,http://pullman.craigslist.org/evg/5794102124.html,2016-09-22T11:25:56-0700,43.6038,-116.2729,event,$25-50/hr,BBS is seeking 1 make-up artist and 1 brand ambassador for the below locations in Oct for L'OrÃ©al!      **Oct 1 & 29**    Dates can be flexible for the right person!      DAVENPORT ID      AMMON ID      BOISE ID      REXBURG ID      IDAHO FALLS ID      CHUBBUCK ID         BRAND AMBASSADOR INFO   Time: 11-5PM   Pay Rate: $25/hr   Additional Payment: you will be paid a flat fee of $100 for storing the items needed for the demos.         MUA INFO (must feel comfortable applying make-up to consumers)   Time: 11:30-4PM   Pay Rate: $50/hr      Register on our site for consideration- www.youreventcrew.com/beacon and follow up with an email to me!      ,0,0.0,0
Models wanted,eastoregon,http://boise.craigslist.org/tlg/5844281367.html,2016-10-24T13:13:32-0600,43.610228,-116.217155,talent,$500-$1500+ per week...,Short of cash? Need extra money? We are a local agency that manges a webcam studio/website. we are currently accepting applications for cam models to join the team. If you're looking for a flexible schedule and the ability to earn  from $500-$1500 a week in 20 hours or less respond here.      Currently we are looking for female models only.    ,5,0.0139275766017,1
Mechanic work,eastoregon,http://boise.craigslist.org/lbg/5848315723.html,2016-10-26T23:25:02-0600,43.615,-116.3975,labor,80,I need someone to help me on  my nissan altima. I was getting some head work done and now the head is in just needs Finished. Head and cams bolted. Need someone with experience and can come do the job right away. text me for more details   $80    ,0,0.0,0
Need help!!!! Window Cleaning (work),eastoregon,http://boise.craigslist.org/lbg/5837135684.html,2016-10-19T20:54:44-0600,43.619425,-116.393623,labor,11$ per hour,Need a helper that knows how to clean windows. Pay is $11 per hr. Give me a call tonight.   Tyler-   show contact info   ,0,0.0,0
Move Large Framed Posters,eastoregon,http://boise.craigslist.org/lbg/5851865120.html,2016-10-29T09:37:19-0600,43.6322,-116.2052,labor,$30 cash,I have a box that weighs 65 lbs. It needs a pickup truck to move because it is 4 ft by 4 ft by like 6 inches. It had 3 large framed posters. I want to move this box from my apartment building to my office. So I need you your pickup truck and a friend. We are moving it about 2 miles.      Near St Als hospital.       Pay is $30 cash.    ,0,0.0,0
